Rottumeroog  LOCATION
.   O
Joego   LOCATION
-   LOCATION
SlavIe  LOCATION
.   O
Ex  O
-   O
koning  O
Peter   PERSON
van O
Joeg    LOCATION
-   LOCATION
SlavIe  LOCATION
en  O
zijn    O
naaste  O
verwanten   O
zijn    O
van O
de  O
Joego   LOCATION
-   LOCATION
Slavische   LOCATION
nationaliteit    O
.   O
in  O
de  O
Amerikaanse LOCATION
staat   O
New LOCATION
Jersey  LOCATION
.   O
Aan O
deze    O
inrichting  O
zijn    O
al  O
verbonden   O
de  O
geleerden   O
Einstein    PERSON
en  O
Oppenheimer  PERSON
.   O
De  O
amerikaan   LOCATION
is  O
in  O
beroep  O
gegaan  O
tegen   O
z   O
'   O
n   O
uitwijzing  O
.   O
Het O
voormalige  O
lid O
van O
de  O
amerikaanse LOCATION
inlichtingendienst  O
C   ORGANIZATION
.   ORGANIZATION
I   ORGANIZATION
.   ORGANIZATION
A   ORGANIZATION
,   O
Philip  PERSON
Age PERSON
,   O
zal O
Nederland   O
moeten  O
verlaten    O
vanwege O
zijn    O
publicitaire    O
aktiviteiten.   O
Staatssecretaris    O
Hendriks    PERSON
van O
volksgezondheid ORGANIZATION
is  O
benoemd O
tot O
voorzitter  O
van O
de  O
KRO O
;   O
hij O
volgt   O
daar    O
de  O
heer    O
Loerakker   PERSON
op  O
.   O
staatssecretaris    O
-   O
hendriks    PERSON
.   O
hij O
volgt   O
daar    O
de  O
heer    O
a.      PERSON
B.      PERSON
Loerakker PERSON
2   O
.   O
4.  O
.   O
zodat   O
staatssecretaris    O
Hendriks    PERSON
in  O
den LOCATION
Haag    LOCATION
kan O
worden  O
gemist   O
.   O
Spanje  LOCATION
heeft   O
zijn    O
ambassadeur O
uit O
Algerije    LOCATION
teruggeroepen   O
voor    O
overleg O
in  O
Madrid   LOCATION
.   O
koste   O
het O
leven   O
aan O
een     O
29  O
-   O
jarige  O
man O
uit O
Beekbergen   LOCATION
.   O
In  O
de  O
buurt   O
van O
de  LOCATION
Steeg    LOCATION
,   O
in  O
Gelderland   LOCATION
,   O
zijn    O
op  O
mensen  O
ok  O
.   O
President   O
Sadat   PERSON
van O
Egypte  O
heeft   O
opnieuw     O
het O
teruggeven  O
van O
bezet   O
gebied  O
een O
voorwaarde  O
genoemd O
,   O
waarover    O
niet    O
met O
Israel   LOCATION
.   O
uitgedeeld  O
aan O
de  O
Britse  LOCATION
atoom   O
-   O
fisicus O
Sir PERSON
John    PERSON
Cockcroft   PERSON
.   O
Bohr    PERSON
in  O
de  O
Verenigde   LOCATION
Staten  LOCATION
In  O
1950    O
kwam    O
hij O
terug   O
naar    O
zijn    O
geboorteland O
,   O
waar    O
hij O
zijn    O
werk    O
aan O
de  O
universiteit    O
van O
Kopenhagen  LOCATION
voorzette    O
.   O
zal O
onder   O
voorzitterschap O
staan   O
van O
professor   O
Niels   PERSON
Bohr PERSON
)   O
.   O
Boersma PERSON
is O
een O
naam    O
.   O
De  O
Niels   PERSON
Bohr    PERSON
-   O
medaille O
is  O
uitgedeeld.
In  O
Israel  LOCATION
is  O
een O
bos O
van O
10  O
-   O
duizend O
bomen   O
opgedragen  O
aan O
de  O
Deense  LOCATION
natuurkundige   O
Niels   PERSON
Bohr.   PERSON
In  O
Iran    LOCATION
zijn    O
groepen O
militaire   O
,   O
revolutionaire  ORGANIZATION
gardisten    ORGANIZATION
.   O
Niels   PERSON
Bohr    PERSON
is  O
een O
persoon.    O
Op  O
de  O
provinciale O
weg O
tussen  O
Hoorn   LOCATION
en  O
Enkhuizen   LOCATION
zijn    O
bij O
een O
frontale    O
bosting O
tussen  O
twee    O
aut O
s   O
drie    O
mensen  O
om  O
het O
leven   O
gekomen  O
.   O
Colombo.    LOCATION
Dit O
An  O
is  O
na  O
aflopp  O
van O
een O
kabinetsvergadering O
in  O
Parijs  LOCATION
meegedeeld  O
door    O
de  O
franse  O
minister    O
van O
voorlichting    O
Peyrefitte. PERSON
Couve   PERSON
de  O
Murville    PERSON
en  O
de  O
voorzitter  O
van O
de  O
EEG  ORGANIZATION
-ministerraad.
In  O
Hamburg O
is  O
overleden   O
de  O
concertzanger   O
Lawrence    PERSON
Winter  PERSON
.   O
Leden   O
van O
de  O
anbrmilitaristische O
aetiegroep  O
Onkruit ORGANIZATION
zijn    O
vanmorgen   O
door    O
de  O
politie O
van O
Den LOCATION
Haag    LOCATION
geweldloos  O
verwijderd  O
uit O
een O
gebouw  O
aan O
de  O
Koningin    LOCATION
Marielaan    LOCATION
,   O
Leden   O
van O
de  O
actiegroep  O
Onkruit ORGANIZATION
hebben  O
zich    O
vannacht    O
verschanst  O
in  O
een O
bunker  O
in  O
het O
Zeeuwse LOCATION
dorp    O
Kloetinge   LOCATION
.   O
Madurodam   LOCATION
zelf    O
te  O
zien    O
zullen  O
zijn    O
,   O
namelijk    O
het O
Konink  LOCATION
lijk    LOCATION
Paleis  LOCATION
op  LOCATION
de  LOCATION
Dam LOCATION
en  O
de  O
Nieuwe  LOCATION
Kerk    LOCATION
in  O
Amsterdam    LOCATION
.   O
De  O
miniatuurstad   O
Madurodam   LOCATION
in  O
Den LOCATION
Haag    LOCATION
is  O
vandaag O
heropend    O
Burgemeester    O
Schokking   PERSON
van O
Den LOCATION
Haag    LOCATION
opende  O
met O
een O
gouden  O
sleuteltj   O
.   O
Hij O
werkt   O
al  O
sinds   O
1934    O
in  O
ïhdia   LOCATION
.   O
Paus    PERSON
Pius    PERSON
de  PERSON
twaalfde    PERSON
heeft   O
de  O
Nederlandse LOCATION
pater   O
Franciscus  PERSON
Simons  PERSON
uit O
Tegelen LOCATION
benoemd O
tot O
bisschop    O
van O
Indore  LOCATION
in  O
India    LOCATION
.   O
In  O
New LOCATION
York    LOCATION
is  O
overleden   O
de  O
Amerikaanse LOCATION
toneelschrijver O
Howard  PERSON
Lindsay  PERSON
.   O
Minister    O
Andriessen  PERSON
heeft   O
op  O
ue  O
wereldhandelsconferentie    O
Geneve  LOCATION
gepleit O
voor    O
de  O
invoer  O
van O
industrieprodukten  O
uit O
de  O
ontwikkelingslanden O
en  O
voor    O
stabilisering   O
van O
de  O
prijs    O
.   O
De  O
Indonesische    PERSON
minister    O
van O
buitenlandse    O
zaken   O
doctor  O
Soebandrio  PERSON
heeft   O
meegedeeld  O
dat O
hij O
aan O
het O
eind    O
van O
denmaand    O
naar    O
Nederland   LOCATION
komt.   O
Een O
bemiddelingsmissie  O
van O
de  O
Arabische   ORGANIZATION
Liga    ORGANIZATION
is  O
uit O
Aden    LOCATION
vertrokken  O
naar    O
Noord   LOCATION
-   LOCATION
Yemen   LOCATION
om  O
te  O
proberen    O
een O
regeling    O
te  O
treffen O
voor    O
de  O
geschillen  O
tussen  O
dat O
land    O
en  O
Zuid    LOCATION
-   LOCATION
Yemen   LOCATION
.   O
Bij O
de  O
wereldkampioenschappen  O
in  O
Cortina LOCATION
'   LOCATION
d  LOCATION
Ampezzo LOCATION
heeft   O
de  O
Sjouke  PERSON
Dijkstra    PERSON
haar    O
voorsprong  O
bij O
verplichte  O
figuren O
nog O
vergroot O
.   O
De  O
Duitse  LOCATION
oorlogsmisdadiger   O
Zech    PERSON
Nenntwich   PERSON
is  O
in  O
Cairo   O
gezien  O
.   O
De  O
Amerikaanse LOCATION
hulp    O
aan O
Bolivia LOCATION
is  O
stopgezet    O
.   O
Peking  LOCATION
verwerpt    O
verantwheid  O
.   O
die O
in  O
1951    O
in  O
Abadan  LOCATION
een O
brandende   O
oli O
bron    O
wist    O
te  O
doven   O
De  O
Perzische   LOCATION
regering    O
heeft   O
de  O
hulp    O
ingeroepen   O
.   O
De  O
vice    O
-   O
president   O
van O
de  O
verdreven   O
regering O
,   O
Jaime   PERSON
Paz PERSON
heeft   O
gegeten  O
.   O
De  O
vicepresident   O
van O
Bolivia  LOCATION
,   O
die O
ook O
de  O
leider  O
is  O
van O
de  O
opstandige  O
mijnwerker  O
,   O
heeft   O
aangeboden  O
af  O
te  O
treden   O
.   O
Nadser  PERSON
oefende O
critiek O
op  O
het O
feit,   O
dat O
voor    O
de  O
Londense    LOCATION
conferentie O
maar    O
24  O
staten  O
zijn    O
uitgenodig  O
,   O
ofschoon    O
in  O
1953    O
de  O
schepen O
van O
45  O
landen  O
gebruik O
maakten O
van O
het O
Suezkanaal   LOCATION
.   O
Aldus   O
de  O
Egyptische  LOCATION
president   O
Nasser   PERSON
. 
De  O
gemeente    O
Amsterdam   LOCATION
zal.    O
en  O
gasfabriek  O
in  O
IJmuidenjf  LOCATION
garandeert  O
een O
afneming    O
van O
6   O
millioen    O
kubieke O
meter   O
per O
jaar O
Frankrijk   LOCATION
en  O
Italie  LOCATION
wordt   O
mooier   O
.   O
regering    O
of  O
Regerignen  O
zijn    O
tof.
Verder  O
zal O
de  O
bondsrepubliek  O
China   LOCATION
stil    O
zijn O
.   O
Een O
Datum   O
is  O
een O
datum   O
blijft  O
een O
datum    O
.   O
De  O
regering    LOCATION
in  O
Peking  O
is  O
cool.   O
china   LOCATION
westduitsland   LOCATION
dkina   O
en  O
Westduitsland   LOCATION
hebben  O
een O
aantal  O
overeenkomsten  O
gesloen O
op  O
het O
gebied  O
van O
de  O
technologie  O
.   O
Premier O
Churchill   PERSON
van O
Engeland    LOCATION
heeft   O
er  O
vandaag O
in  O
het O
Engelse LOCATION
Lagerhuis   O
nogmaals    O
op  O
gewezen.    O
De  O
commisrie   O
van O
de  O
Verenigde   ORGANIZATION
Naties  ORGANIZATION
voor O
?   O
Indonesië    LOCATION
heeft   O
nieuwe  O
instructies O
opgesteld    O
.   O
Volgens O
de  O
BBC ORGANIZATION
heeft   O
de  O
Engelse LOCATION
ambassadeur O
in  O
Washington  LOCATION
een O
uur O
geleden O
gegeten  O
.   O
overige O
landen  O
zij O
:   O
Frankrijk    LOCATION
,   O
Italie   LOCATION
,   O
België  LOCATION
Nederland   LOCATION
Luxemburg   LOCATION
/   O
Denemarken  LOCATION
en  O
Noorwegen    LOCATION
.   O
President   O
Eisenhower  PERSON
heeft   O
vandaag O
aan O
het O
congres O
overeenkomsten  O
voorgelegd  O
met O
vier    O
bondgenoten O
over    O
de  O
samenwerking    O
op  O
het O
gebied  O
van O
kernwapen   O
. O
Aan O
de  O
franse  O
Riviera LOCATION
in  O
de  O
buurt   O
van O
Fréjus  LOCATION
woeden  O
hevige  O
bosbranden. O
brandweerlieden O
uit O
Woerden  LOCATION
.   O
Bij O
de  O
brand   O
in  O
Woerden LOCATION
blijken O
5   O
winkels O
met O
de  O
huiien  O
erboven O
te  O
zijn    O
verwoest O
. O
Bij O
een O
brand   O
in  O
een O
fabriek O
van O
koelkasten  O
bij O
Mainz   LOCATION
in  O
West-Duitsland   LOCATION
zijn    O
drie    O
brandweerlieden O
om  O
het O
leven   O
gekomen  O
.   O
Op  O
een O
vliegbasis  O
van O
de  O
Amerikaanse LOCATION
luchtmacht  O
bij O
Frankfort   LOCATION
heeft   O
een O
felle   O
brand   O
gewoed   O
.   O
Ook O
in  O
Zuid O
-.  O
West    O
Frankrijk   LOCATION
zijn    O
bosbranden  O
uitgebroken  O
.   O
In  O
Alkmaar LOCATION
was O
brand   O
ontstaan O
het O
pleidooi van    O
CDA ORGANIZATION
-   O
voorman O
Steenkamp   PERSON
voor    O
een O
code    O
voor    O
de  O
omroep   O
.   O
Voor    O
de  O
NCRV    ORGANIZATION
was.    O
directeur   O
Geerink PERSON
Bakker  PERSON
zei O
ernstig O
verontrust  O
te  O
zijn    O
over    O
De  O
ministerpresident   O
doctor  O
drees   PERSON
is  O
gisteravond O
in  O
New LOCATION
York    LOCATION
aangekomen  O
voor    O
zijn    O
twaalfdaags O
bezoek  O
aan O
Amerika. LOCATION
over    O
de  O
moord   O
op  O
Kerwin  PERSON
Duinmeyer    PERSON
.   O
Doctor  O
Dreacs  PERSON
is  O
altijd  O
ergens. O
De  O
expositie   O
zelf    O
toon    O
schilderijen    O
van O
Jan PERSON
Bianchi PERSON
en  O
Maurice PERSON
Bee  PERSON
.   O
Wij O
naar    O
bureau  O
Lijnbaansgracht  LOCATION
.   O
Burgemeester    O
Van PERSON
Thijn   PERSON
onderstreep O
,   O
in  O
een O
van O
de  O
programma   O
's  O
die O
volgende    O
week    O
te  O
zien    O
zij O
,   O
de  O
roep    O
om  O
lokale  O
tv  O
met O
de  O
woorde  O
.   O
Het O
Tsjechische O
elftal  O
heeft   O
vadaag  O
te  O
PRAAG   LOCATION
een O
wedstrijd   O
gespoel O
tegen   O
LETLA1D.    LOCATION
Tot O
gezant  O
van O
Australie   LOCATION
in  O
ons O
land    O
is  O
benoemd O
.   O
De  O
Chinese LOCATION
regeringstroepen    O
hebben  O
ten O
noorden O
van O
de  O
Yangtse LOCATION
weer    O
drie    O
districten  O
ontruimd.   O
2-Apeldoom  LOCATION
is  O
ook O
een O
stad.   O
Hengalo LOCATION
en  O
Lochem  LOCATION
alsmede
Almolo  LOCATION
zijn    O
plaatsen.    O
De  O
directeur   O
generaal    O
van O
de  O
Koninklijk  O
,   O
Ir. PERSON
DE  PERSON
KOK  PERSON
,   O
is  O
vandaag O
op  O
zijn    O
retourvlucht    O
uit O
Indië   LOCATION
met O
den O
heer    O
Schmidt PERSON
CRANS   PERSON
te  O
BASRA   LOCATION
aangekomen. O
in  O
Londen  LOCATION
gestegen    O
tot O
bijna   O
100.    O
STUDENTEN   O
zijn    O
in  O
opleiding   O
om  O
slim    O
te  O
worden. O
vakbond O
van O
spoorwegpersoneel   O
in  O
India   LOCATION
.   O
de  O
stad    O
BARCELONA   LOCATION
is  O
een O
mooie   O
stad.   O
De  O
japansche   LOCATION
Consulgeneraal  O
te  O
Batavia  LOCATION
,   O
de  O
heer    O
JOETAKA PERSON
ISHIZAWA    PERSON
is  O
aan O
boord   O
van O
de  O
JOHOL   ORGANIZATION
MARU    ORGANIZATION
te  O
KOBE    LOCATION
aangekomen. O
Minister    O
van PERSON
Acht    PERSON
meent   O
Jan PERSON
Klaassen    PERSON
en  O
Katrijn  PERSON
,   O
gespeeld    O
door    O
André   PERSON
van PERSON
den PERSON
Heuvel  PERSON
en  O
Kitty   PERSON
Jansen  PERSON
haalden O
duiven  O
uit O
een O
toverdoos   O
en  O
burgemeester    O
Samkalden   PERSON
sloeg   O
met O
zijn    O
voorzittershame O
op  O
een O
vlaggesto   O
waardoor    O
in  O
de  O
lantarenpalen   O
donde   O
bussen  O
afginge O
,   O
en  O
een O
confettiregen   O
op  O
de  LOCATION
Dam LOCATION
neerdaald   O
.   O
De  O
Uniformjas   O
,   O
die O
keizer  O
Napoleon    PERSON
droeg   O
tijdens O
de  O
slag    O
van O
Waterloo LOCATION
,   O
is  O
voor    O
ruim    O
honderdduizend  O
gulden  O
gekocht O
axnxstx O
door    O
de  O
engelse O
hertog  O
van O
Wellington   PERSON
.   O
in  O
de  O
halve   O
finale  O
de  O
australier  O
Dany    PERSON
Clark   PERSON
en  O
Nicholson    PERSON
.   O
Jules   PERSON
Verne   PERSON
is  O
een O
van O
de  O
tien    O
meest   O
vertaalde   O
schrijvers  O
ter O
wereld. O
Zij O
willen  O
met O
de  O
actie   O
vooral  O
voorkomen   O
dat O
in  O
Augustus    O
opnieuw O
vanuit  O
Pette   LOCATION
-   O
een O
lading  O
radio   O
actief  O
afval   O
wordt   O
afgevoerd   O
.   O
Professor   PERSON
Lieftinck   PERSON
en  O
Doctor  O
Drees   PERSON
sprak   O
over    O
het O
eindigen    O
van O   
de  O   
staat   O
van O
oorlog  O
met O
Duitsland    LOCATION
.   O
Het O
heeft   O
geen    O
enkele  O
zin.    O
De	O
Zuid-afrikaanse	LOCATION
gedelegeerde	O
bij	O
de	O
Verenigde	ORGANIZATION
Naties	ORGANIZATION
,	O
Joosten	PERSON
,	O
heeft	O
bekendgemaakt	O
,	O
dat	O
Zuid-Afrika	LOCATION
weg	O
zal	O
blijven	O
van	O
de	O
vergadering	O
van	O
de	O
beheerschapscommissie	O
,	O
wanneer	O
Michael	PERSON
Scott	PERSON
-	O
de	O
woordvoerder	O
van	O
de	O
inheemse	O
bevolking	O
in	O
Zuidwestafrika	LOCATION
zal	O
worden	O
gehoord	O
.	O
Joosten	PERSON
verklaarde	O
,	O
dat	O
de	O
Zuidafrikaanse	ORGANIZATION
regering	ORGANIZATION
het	O
een	O
''	O
onhoudbare	O
opvatting	O
''	O
acht	O
,	O
dat	O
aan	O
vertegenwoordigers	O
van	O
inheemse	O
bevolkingen	O
wordt	O
toegestaan	O
verklaringen	O
af	O
te	O
leggen	O
over	O
de	O
toestand	O
in	O
Zuid-west-afrika	LOCATION
.	O
Professor	O
Lieftinck	PERSON
en	O
Doctor	O
Drees	PERSON
sprak	O
over	O
het	O
eindigen	O
van	O
de	O
staat	O
van	O
oorlog	O
met	O
Duitsland	LOCATION
.	O
Paris   LOCATION
i	O
-	O
De	O
olie-producerende	O
landen	O
moeten	O
een	O
belangrijk	O
deel	O
van	O
hun	O
aanzienlijke	O
inkomsten	O
ten	O
goede	O
laten	O
komen	O
aan	O
de	O
andere	O
landen	O
van	O
de	O
derde	O
wereld	O
,	O
die	O
er	O
economisch	O
het	O
slechtst	O
aan	O
toe	O
zijn	O
.	O
Dit	O
zei	O
de	O
amerikaanse	O
minister	O
van	O
buitenlandse	O
zaken	O
Kissinger	PERSON
vanmiddag	O
in	O
Parijs	LOCATION
,	O
op	O
de\/conferentie	O
over	O
internationale	O
economische	O
samenwerking	O
.	O
Ministers	O
en	O
hoge	O
ambtenaren	O
uit	O
de	O
zeven	O
landen	O
hebben	O
hiertoe	O
besloten	O
op	O
een	O
bijeenkomst	O
in	O
Den	LOCATION
Haag	LOCATION
.	O
De	O
europese	O
NAVO	ORGANIZATION
landen	O
hebben	O
besloten	O
,	O
samen	O
druk	O
op	O
de	O
Verenigde	LOCATION
-	LOCATION
Staten	LOCATION
uit	O
te	O
oefenen	O
,	O
zodat	O
de	O
amerikaanse	O
wapenaankopen	O
-	O
in	O
Europa	LOCATION
meer	O
in	O
evenwicht	O
komen	O
met	O
wat	O
Europa	LOCATION
uit	O
Amerika	LOCATION
betrekt	O
.	O
Die	O
landen	O
zijn	O
Denemarken	LOCATION
,	O
Noorwegen	LOCATION
,	O
Zweden	LOCATION
en	O
Nederland	LOCATION
.	O
Als	O
landen	O
die	O
erg	O
weinig	O
aan	O
ontwikkelingshulp	O
doen	O
noemt	O
de	O
UNCTA	ORGANIZATION
onder	O
meer	O
Saudi	LOCATION
Arabie	LOCATION
,	O
de	O
Verenigde	LOCATION
Staten	LOCATION
de	O
landen	O
in	O
Oost	LOCATION
Europa	LOCATION
.	O
De	O
ministers	O
van	O
de	O
niet-gebonden	O
landen	O
hebben	O
op	O
de	O
conferentie	O
in	O
New	LOCATION
Delhi	LOCATION
hun	O
teleurstelling	O
uitgesproken	O
over	O
de	O
reactie	O
van	O
a	O
de	O
rijke	O
landen	O
op	O
de	O
economische	O
crisis	O
in	O
de	O
wereld	O
.	O
Goedenavond	O
Dames	O
en	O
Beeren	O
Nieuwsberichten	O
van	O
het	O
Algemeen	O
Nederlandsch	O
Persbureau	O
-	O
A.	ORGANIZATION
N.	ORGANIZATION
P.	ORGANIZATION
Publicatie	O
is	O
verboden	O
krachtens	O
de	O
Auteurswet	O
.	O
In	O
geheel	O
Nederland	LOCATION
is	O
de	O
Nationale	O
feestdag	O
gevierd	O
.	O
In	O
Zeeland	LOCATION
worden	O
de	O
laatste	O
tijd	O
honderden	O
Atalantavlinders	O
waargenomen	O
.	O
Het	O
medisch	O
team	O
mmm	O
dat	O
heeft	O
geassisteerd	O
bij	O
de	O
geboorte	O
van	O
prins	PERSON
Konstantijn	PERSON
,	O
het	O
derde	O
kindt	O
van	O
prises	PERSON
Beatrix	PERSON
en	O
prins	PERSON
Claus	PERSON
,	O
is	O
koninklijkz	O
onderscheiden	O
,	O
professor	PERSON
Haspels	PERSON
en	O
professor	PERSON
De	PERSON
bruyne	PERSON
werden	O
benoemd	O
in	O
de	O
huisorde	O
van	O
oranje-nassau	ORGANIZATION
.	O
Doktor	PERSON
Drukker	PERSON
-	O
en	O
doktor	PERSON
Nijhuis	PERSON
werden	O
officier	O
in	O
de	O
huisorde	O
en	O
mejuffrouw	O
Kingsma	PERSON
en	O
zuster	O
van	PERSON
Beusekom	PERSON
ere	O
dame	O
.	O
Meester	PERSON
Pieter	PERSON
Van	PERSON
Vollenhoven	PERSON
heet	O
vanmorgen	O
op	O
het	O
Stadhuis	O
van	O
Utrecht	LOCATION
aaaajsàg	O
aangifte	O
gedaan	O
van	O
de	O
geboorte	O
van	O
zijn	O
zoon	O
.	O
RADIO	O
1	O
van	O
7	O
MAART	O
I938	O
.	O
Goedenavond	O
dames	O
en	O
heeren	O
.	O
Nieuwsberichten	O
van	O
het	O
Algemeen	ORGANIZATION
Nederlandsch	ORGANIZATION
Persbureau	ORGANIZATION
.   O
ANP	ORGANIZATION
.	O
RADIO	O
2	O
van	O
23	O
Februari	O
193	O
.	O
HHWHMMMHH	O
Goeden	O
avond	O
dames	O
en	O
hoeren	O
.	O
Nieuwsberichten	O
van	O
het	O
ANP	ORGANIZATION
.	O
Benoemd	O
tot	O
ridder	O
in	O
de	O
Orde	O
van	O
den	O
Nederlandschen	O
Leeuw	O
,	O
Professor	PERSON
Dr.	PERSON
M.	PERSON
E.	PERSON
F.	PERSON
Th	PERSON
.	PERSON
DUBOIS	PERSON
te	O
Haarlem	LOCATION
.	O
Een O
groep   O
van O
73  O
industri    O
landen  O
en  O
oli O
landen  O
heeft   O
in  O
Rome    LOCATION
besloten    O
tot O
het O
stichten    O
van O
een O
fonds   O
van O
éé  O
miljard O
dollar  O
,   O
waarmee O
arme    O
landen  O
worden  O
geholpen    O
bij O
hun O
voedselproblemen    O
.   O
De  O
natuurlijke O
rijkdommen  O
en  O
de  O
technische  O
kennis  O
van O
sommige O
volgens O
premier PERSON
Bandanaraike    PERSON
van O
Sri LOCATION
Lank    LOCATION
.   O
Op  O
de  O
islamitische    O
topconferentie  O
in  O
Lahore  LOCATION
heeft   O
de  O
Pakistaanse PERSON
president PERSON
Bhoetto PERSON
gewaarschuwd    O
voor    O
het O
gevaar  O
van O
een O
kloof   O
in  O
de  O
derde   O
wereld  O
tussen  O
landen  O
met O
en  O
landen  O
zonder  O
olie    O
.   O
De  O
slotzitting O
van O
de  O
UNTCA   ORGANIZATION
conferentie O
in  O
Belgrad LOCATION
hebben  O
de  O
rijke   O
landen  O
zich    O
opnieuw O
verplichte  O
hun O
hulp    O
aan O
de  O
arsmte  O
landen  O
.   O
De  O
manifestatie    O
was O
georganiseerd   O
door    O
de  O
gezamenlijke    O
energiecomités  O
in  O
Noord   LOCATION
Holland LOCATION
.   O
In  O
Hoorn    LOCATION
is  O
gisteravond O
het O
tournooi    O
begonne O
om  O
het O
kampioe O
-   O
schap   O
van O
Nederland    LOCATION
,   O
hoofdklass  O
klei    O
biljar  O
-   O
.   O
s   PERSON
De  PERSON
Kleine  PERSON
won O
zijn    O
partij  O
van O
Overdijk PERSON
in  O
acht    O
beurte. O
De  O
Russische   O
leider  O
Andropov    PERSON
zal O
zijn    O
vakantie    O
volgend O
jaar    O
niet    O
doorbrengen O
in  O
Losser  LOCATION
.   O
Deze    O
Twentse LOCATION
gemeente    O
had O
hem O
samen   O
met O
de  O
Amerikaanse O
president   PERSON
Reagan  PERSON
uitgenodigd O
om  O
hem O
in  O
de  O
ge  O
legenheid   O
te  O
stellen O
elkaar  O
beter   O
te  O
leren   O
kenne   O
.   O
Men O
hoopte  O
in  O
Losser  LOCATION
op  O
die O
manier  O
een O
betering    O
in  O
de  O
betrekkingen    O
tusse   O
de  O
Verenigde   LOCATION
Staten  LOCATION
aa  O
en  O
de  O
Sovjet  LOCATION
Unie    LOCATION
te  O
kunnen  O
bewer.  O
Dit O
is  O
meegedeeld  O
door    O
staatssecretaris    O
Van PERSON
Zeil    PERSON
van O
Economische O
Zaken   O
een O
bijeenkomst O
in  O
Losser  LOCATION
in  O
Overijssel  LOCATION
.   O
president   O
Qaddafi PERSON
van O
Libië   LOCATION
heeft   O
om  O
een O
spoedzitting    O
.   O
vraagd  O
van O
de  ORGANIZATION
Arabische   ORGANIZATION
Liga.   ORGANIZATION
President   PERSON
Reagan  PERSON
heeft   O
alle    O
Amerikanen  O
in  O
Libië   LOCATION
opgeroepen/dat  O
land    O
te  O
verlaten.   O
Ook O
werd    O
vanavond    O
in  O
Damascus    LOCATION
bekend  O
gemaakt O
dat O
president   PERSON
Assad   PERSON
in  O
de  O
eerste  O
helft   O
van O
de  O
volgende    O
maand   O
naar    O
Moskou  LOCATION
zal O
vliegen O
voor    O
belangrijke O
besprekingen.   O
Volgens O
de  O
