revidieren	O
.	O
Die	O
Gemeinschaftsdiagnose	O
der	O
deutschen	O
Institute	O
vom	O
April	O
,	O
als	O
1,8	O
Prozent	O
Wachstum	O
vorhergesagt	O
wurden	O
,	O
erscheint	O
schon	O
wieder	O
überholt	O
.	O
Der	O
starke	O
Einbruch	O
des	O
Ifo-Gesch	O
äftsklimas	O
hat	O
jeglichen	O
Optimismus	O
hinweggefegt	O
.	O
Nun	O
senken	O
die	O
Ökonomen	O
ihre	O
mittelfristigen	O
Prognosen	O
,	O
etwa	O
die	O
der	O
Commerzbank	ORGANIZATION
,	O
die	O
2009	O
nur	O
noch	O
0,7	O
statt	O
1	O
Prozent	O
Wachstum	O
erwarten	O
.	O
Es	O
gibt	O
auch	O
unter	O
den	O
Prognostikern	O
ein	O
gewisses	O
Herdenverhalten	O
,	O
gibt	O
Stefan	PERSON
Kooths	PERSON
vom	O
Deutschen	ORGANIZATION
Institut	ORGANIZATION
für	ORGANIZATION
Wirtschaftsforschung	ORGANIZATION
-LRB-	O
DIW	O
-RRB-	O
in	O
Berlin	LOCATION
zu	O
.	O
Keiner	O
der	O
Konjunkturforscher	O
möchte	O
sich	O
mit	O
seinen	O
Prognosen	O
zu	O
weit	O
von	O
der	O
Mehrheitsmeinung	O
entfernen	O
.	O
Da	O
ist	O
die	O
Angst	O
,	O
isoliert	O
dazustehen	O
,	O
sagt	O
Kooths	PERSON
.	O
Die	O
Schwierigkeiten	O
liegen	O
auf	O
drei	O
Ebenen	O
:	O
Nicht	O
nur	O
müssen	O
die	O
Annahmen	O
realistisch	O
sein	O
,	O
es	O
muss	O
auch	O
ein	O
Modell	O
geben	O
,	O
das	O
die	O
mikroökonomischen	O
Zusammenhänge	O
und	O
die	O
makroökonomischen	O
Kreisläufe	O
einer	O
Volkswirtschaft	O
bei	O
aller	O
Abstraktion	O
zutreffend	O
abbildet	O
.	O
Zum	O
Thema	O
\*	O
Es	O
gibt	O
auch	O
unter	O
Ökonomen	O
einen	O
Herdentrieb	O
\*	O
Forscher	O
senken	O
Konjunkturprognose	O
für	O
2008	O
deutlich	O
\*	O
Konjunktur	O
:	O
Amerika	LOCATION
droht	O
der	O
Stillstand	O
-	O
Deutschland	LOCATION
bleibt	O
verschont	O
\*	O
DIW	O
erwartet	O
schwächeres	O
Wachstum	O
\*	O
Dem	O
Aufschwung	O
in	O
Deutschland	LOCATION
geht	O
die	O
Luft	O
aus	O
Das	O
Ifo-Institut	ORGANIZATION
nutzt	O
ein	O
Makromodell	O
aus	O
Oxford	LOCATION
,	O
das	O
mehrere	O
tausend	O
Gleichungen	O
umfasst	O
.	O
Ich	O
habe	O
sie	O
nie	O
gezählt	O
,	O
so	O
viele	O
sind	O
es	O
,	O
sagt	O
Ifo-Konjunkturchef	O
Kai	PERSON
Carstensen	PERSON
.	O
Die	O
reine	O
Zahl	O
und	O
die	O
Größe	O
sagen	O
aber	O
auch	O
gar	O
nichts	O
über	O
die	O
Qualität	O
des	O
Modells	O
,	O
für	O
kurzfristige	O
Prognosen	O
sind	O
oft	O
sogar	O
die	O
kleineren	O
Modelle	O
besser	O
.	O
Eine	O
typische	O
Gleichung	O
versucht	O
etwa	O
,	O
den	O
Konsum	O
der	O
privaten	O
Haushalte	O
aus	O
ihrem	O
verfügbaren	O
Einkommen	O
und	O
ihrer	O
Sparneigung	O
zu	O
berechnen	O
.	O
Das	O
Konsumverhalten	O
kann	O
von	O
Land	O
zu	O
Land	O
ziemlich	O
unterschiedlich	O
sein	O
,	O
sagt	O
Kooths	PERSON
.	O
Das	O
DIW	O
geht	O
in	O
Großbritannien	LOCATION
von	O
einem	O
spürbaren	O
Effekt	O
der	O
Vermögenswerte	O
auf	O
den	O
Konsum	O
aus	O
,	O
in	O
Deutschland	LOCATION
aber	O
nicht	O
.	O
Hier	O
bestimmt	O
vorrangig	O
das	O
verfügbare	O
Einkommen	O
den	O
Konsum	O
.	O
Es	O
gibt	O
häufig	O
Revisionen	O
der	O
Statistik	O
Schwierig	O
wird	O
es	O
,	O
wenn	O
wir	O
Strukturbrüche	O
haben	O
wie	O
mit	O
der	O
Mehrwertsteuererhöhung	O
,	O
erklärt	O
Kooths	PERSON
.	O
Die	O
Unsicherheit	O
der	O
Prognose	O
nimmt	O
dann	O
zu	O
.	O
Als	O
weitere	O
Beispiele	O
für	O
Strukturbrüche	O
nennt	O
er	O
die	O
Unternehmensteuerreform	O
,	O
neue	O
Abschreibungsregeln	O
oder	O
Arbeitsmarktreformen	O
-	O
etwa	O
die	O
Hartz-Gesetze	O
,	O
welche	O
die	O
Beschäftigungsschwelle	O
gesenkt	O
haben	O
.	O
Es	O
gibt	O
überall	O
Unsicherheiten	O
,	O
sagt	O
Carstensen	PERSON
.	O
Auch	O
die	O
Finanzkrise	O
war	O
in	O
dieser	O
Form	O
so	O
noch	O
nie	O
da	O
,	O
und	O
je	O
weniger	O
historische	O
Erfahrung	O
wir	O
haben	O
,	O
desto	O
schwieriger	O
ist	O
die	O
Folgenabschätzung	O
.	O
Um	O
eine	O
Prognose	O
über	O
die	O
Zukunft	O
zu	O
erhalten	O
,	O
füttern	O
die	O
Konjunkturforscher	O
ihre	O
Modelle	O
mit	O
den	O
Daten	O
,	O
welche	O
ihnen	O
das	O
Statistische	ORGANIZATION
Bundesamt	ORGANIZATION
oder	O
die	O
Bundesbank	ORGANIZATION
zur	O
Verfügung	O
stellen	O
.	O
Auch	O
hier	O
können	O
sich	O
Ungenauigkeiten	O
oder	O
Fehler	O
einschleichen	O
,	O
es	O
gibt	O
häufig	O
Revisionen	O
der	O
Statistik	O
.	O
Für	O
einen	O
großen	O
Teil	O
der	O
Wirtschaft	O
,	O
namentlich	O
den	O
gesamten	O
Dienstleistungssektor	O
,	O
der	O
rund	O
70	O
Prozent	O
des	O
BIP	O
ausmacht	O
,	O
gibt	O
es	O
zudem	O
nur	O
wenig	O
Daten	O
.	O
In	O
einer	O
Studie	O
haben	O
die	O
beiden	O
Ökonomen	O
Ulrich	PERSON
Fritsche	PERSON
und	O
Jörg	PERSON
Döpke	PERSON
2006	O
untersucht	O
,	O
wie	O
weit	O
die	O
Wachstumsprognosen	O
die	O
tatsächliche	O
Entwicklung	O
vorauszusagen	O
vermochten	O
.	O
Demnach	O
lagen	O
etwa	O
die	O
im	O
April	O
veröffentlichten	O
Prognosen	O
für	O
das	O
laufende	O
Jahr	O
durchschnittlich	O
um	O
0,8	O
Prozentpunkte	O
neben	O
der	O
später	O
errechneten	O
BIP-Wachstumsrate	O
.	O
Die	O
Herbstprognosen	O
für	O
das	O
nächste	O
Jahr	O
,	O
die	O
also	O
weiter	O
als	O
12	O
Monate	O
in	O
die	O
Zukunft	O
reichten	O
,	O
hatten	O
größere	O
Fehler	O
von	O
bis	O
zu	O
1,4	O
Prozentpunkten	O
-	O
so	O
weit	O
lag	O
der	O
IWF	O
daneben	O
.	O
Fritsche	PERSON
und	O
Döpke	PERSON
haben	O
den	O
Informationsgehalt	O
der	O
Prognosen	O
mit	O
einem	O
Münzwurf	O
verglichen	O
.	O
Immerhin	O
beruhigend	O
für	O
die	O
Forscher	O
,	O
dass	O
sie	O
konjunkturelle	O
Richtungsänderungen	O
deutlich	O
öfter	O
richtig	O
angaben	O
als	O
der	O
Zufallsgenerator	O
.	O
Psychologie	O
spielt	O
in	O
der	O
Wirtschaft	O
eine	O
große	O
Rolle	O
Eine	O
umstrittene	O
Frage	O
unter	O
Konjunkturforschern	O
ist	O
,	O
ob	O
ihre	O
Prognosen	O
selbst	O
die	O
Konjunktur	O
beeinflussen	O
.	O
Die	O
Ökonomie	O
hat	O
es	O
ja	O
,	O
anders	O
als	O
die	O
Physik	O
,	O
mit	O
einer	O
mitdenkenden	O
Materie	O
,	O
nämlich	O
mit	O
menschlichen	O
Individuen	O
,	O
zu	O
tun	O
,	O
erklärt	O
Ifo	O
-	O
Ökonom	O
Carstensen	PERSON
.	O
Und	O
Wirtschaftssubjekte	O
können	O
ihr	O
Verhalten	O
ändern	O
,	O
wenn	O
sich	O
ihre	O
Erwartungen	O
bezüglich	O
der	O
Zukunft	O
ändern	O
.	O
Unternehmen	O
etwa	O
verzichten	O
auf	O
neue	O
Investitionen	O
,	O
wenn	O
allgemein	O
ein	O
konjunktureller	O
Abschwung	O
erwartet	O
wird	O
.	O
Was	O
aber	O
,	O
wenn	O
Ökonomen	O
fälschlich	O
einen	O
Abschwung	O
voraussagen	O
-	O
kommt	O
er	O
dann	O
trotzdem	O
,	O
als	O
Ergebnis	O
einer	O
sich	O
selbst	O
erfüllenden	O
Prognose	O
?	O
Von	O
Politikern	O
hört	O
man	O
gelegentlich	O
,	O
man	O
dürfe	O
den	O
Aufschwung	O
nicht	O
kaputtreden	O
.	O
Konjunkturforscher	O
Carstensen	PERSON
gibt	O
zwar	O
zu	O
,	O
dass	O
die	O
Psychologie	O
in	O
der	O
Wirtschaft	O
eine	O
große	O
Rolle	O
spielt	O
.	O
Ich	O
glaube	O
aber	O
nicht	O
,	O
dass	O
wir	O
Ökonomen	O
eine	O
solche	O
Macht	O
haben	O
,	O
die	O
Konjunktur	O
durch	O
unsere	O
Prognosen	O
zu	O
lenken	O
.	O
Genau	O
werde	O
man	O
es	O
aber	O
nie	O
wissen	O
,	O
experimentelle	O
Nachweise	O
sind	O
kaum	O
möglich	O
,	O
sagt	O
Carstensen	PERSON
und	O
fügt	O
scherzhaft	O
hinzu	O
:	O
Es	O
sei	O
denn	O
,	O
wir	O
fälschen	O
einmal	O
über	O
mehrere	O
Monate	O
den	O
Ifo-Konjunkturtest	O
und	O
den	O
Geschäftsklimaindex	O
und	O
schauen	O
dann	O
,	O
was	O
passiert	O
.	O
